# Date,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Short-wave irradiation
31/05/2010,300.04,87.39,1007.57,1.76,212.73,300.690396,117925
30/06/2010,298.98,87.99,1009.81,1.82,212.79,309.978756,110350.4
31/07/2010,298.17,88.13,1009.93,2.05,221.53,380.53476,123851
31/08/2010,298.11,88.52,1009.83,2.29,220.72,248.612868,138268.3
30/09/2010,298.2,88.99,1008.98,1.92,222.39,477.01476,117660.3
31/10/2010,298.54,88.86,1008.18,1.65,222.92,279.90774,115805.7
30/11/2010,299.14,86.58,1006.79,1.21,226.76,463.43808,108047.6
31/12/2010,299.13,78.55,1006.28,0.48,283.56,73.52946,143648.1
31/01/2011,298.46,73.19,1006.19,0.69,341.47,23.241809,148809.9
28/02/2011,299.53,84.45,1006.42,1.63,231.67,136.274616,97073.9
31/03/2011,299.9,85.15,1006.01,1.7,223.43,167.441508,108575.4
30/04/2011,299.79,86.37,1005.97,1.62,216.22,161.957916,99257.99
31/05/2011,299.56,88.52,1007.48,1.63,213.12,303.683004,93808.8
30/06/2011,298.69,89.14,1009.17,1.95,216.3,303.947172,105051.1
31/07/2011,297.94,89.49,1009.61,2.23,220.51,361.917,122494.3
31/08/2011,297.82,89.77,1009.88,2.35,227.98,361.91916,124115.2
30/09/2011,298.24,88.75,1009.91,1.81,227.58,313.565688,123210.1
31/10/2011,298.44,89.34,1007.41,1.54,225.04,448.0776,103140.3
30/11/2011,299.11,84.91,1007.51,1.05,240.47,258.658596,116068.9
31/12/2011,298.26,74.38,1007.99,0.84,327.13,28.817467,155066.2
31/01/2012,298.53,74.33,1007.83,0.7,287.03,87.830172,134876.7
28/02/2012,299.38,84.22,1006.22,1.87,232.92,176.48352,110433.6
31/03/2012,299.96,85.1,1006.8,1.54,235.61,127.407204,101521.3
30/04/2012,299.66,87.12,1006.86,1.8,226.42,245.62926,106634.1
31/05/2012,299.25,86.89,1008.54,1.59,225.59,396.52272,106531.4
30/06/2012,298.52,88.61,1009.94,1.76,231.12,447.93216,100854.4
31/07/2012,297.92,88.6,1010.07,2.21,227.13,310.66704,122605.9
31/08/2012,297.81,87.2,1010.68,2.31,233.41,208.929708,148409.7
30/09/2012,298.19,88.86,1010.45,1.88,228.64,323.047872,121649.5
31/10/2012,298.53,88.99,1008.3,1.63,227.43,499.52124,109905.1
30/11/2012,299.04,88.1,1007.59,1.29,227.99,309.625308,89467.16
31/12/2012,298.22,80.63,1007.54,0.71,310.24,168.815052,114773.7
31/01/2013,299.04,80.1,1008.05,0.78,275.66,116.465868,119802.5
28/02/2013,299.59,84.31,1006.57,1.4,238.86,98.887212,95426.48
31/03/2013,299.97,85.52,1007.13,1.78,211.15,199.502316,107312.1
30/04/2013,299.9,85.9,1007.6,1.5,214.89,249.439104,111809.1
31/05/2013,299.35,88.2,1008.52,1.59,223.24,302.396076,99374.19
30/06/2013,298.45,89.66,1009.63,2,224.02,432.05688,102675.3
31/07/2013,297.62,88.59,1010.68,2.25,221.13,550.24308,119318
31/08/2013,297.66,86.77,1009.95,2.32,224.94,191.730528,142171.8
30/09/2013,298.07,89.29,1009.85,2.04,226.15,585.6282,113359.8
31/10/2013,298.51,88.64,1009.01,1.58,229.76,722.1978,115652.7
30/11/2013,298.95,87.91,1007.24,1.3,223.54,296.818416,97584.16
31/12/2013,298.76,84.04,1008.18,0.87,245.15,188.229312,134053
31/01/2014,299.46,80.84,1007.63,1.07,254.72,96.211404,125082.4
28/02/2014,300.09,82.5,1006.51,1.39,242.71,82.209744,111710.1
31/03/2014,299.81,85.9,1007.05,1.75,221.6,185.568516,103475.2
30/04/2014,299.81,85.82,1007.43,1.62,221.32,222.559416,108958.6
31/05/2014,299.71,86.42,1007.73,1.36,222.55,267.955164,116458.7
30/06/2014,299.18,87.28,1009.49,1.7,223.16,473.45148,103778.6
31/07/2014,298.22,86.15,1011.53,2.24,216.28,245.041596,139336.3
31/08/2014,297.99,86.33,1010.62,2.27,225.06,272.07108,136225
30/09/2014,298.12,87.87,1009.99,1.89,228.21,430.54812,116035.7
31/10/2014,298.67,88.17,1008.93,1.51,230.24,438.34608,104562.8
30/11/2014,299.26,86.19,1008.12,1.26,223.76,465.5106,108232.2
31/12/2014,299.65,76.29,1008.37,0.67,262.1,75.909096,145599.8
31/01/2015,297.94,73.01,1009.19,0.63,337.05,40.770864,146780.2
28/02/2015,300.04,83.65,1007.3,1.79,232.82,127.937844,99470.85
31/03/2015,300.07,84.26,1006.94,1.6,232.47,168.010344,105782.3
30/04/2015,299.92,85.59,1007.91,1.51,212.99,131.506056,102136.1
31/05/2015,299.76,86.65,1008.48,1.54,217.76,234.688824,100257.5
30/06/2015,298.47,88.45,1010.49,2.19,216.97,369.9234,112289
31/07/2015,298.4,87.28,1010.42,2.26,218.91,331.308,131072.5
31/08/2015,298.15,88.59,1010.2,2.41,219.26,262.504944,131018.7
30/09/2015,298.35,89.2,1009.85,2.17,220.57,406.854,121398.4
31/10/2015,298.8,89.41,1009.17,1.74,227.19,449.69724,104767.2
30/11/2015,299.46,85.69,1008.25,1.1,233.86,299.683548,120367.1
31/12/2015,297.61,69.14,1009.71,1.22,17.51,6.389662,159016.8
31/01/2016,299.09,71.23,1008.75,0.71,340.48,16.751419,163894.2
28/02/2016,300.55,78.03,1007.42,1.37,255.59,42.39756,132486
31/03/2016,300.61,85.77,1007.56,1.78,230.44,250.808904,105724.5
30/04/2016,300.51,85.88,1007.14,1.66,221.98,201.72906,108873.9
31/05/2016,299.8,87.58,1009.2,1.59,220.7,369.04716,103643.5
30/06/2016,298.99,87.16,1010.69,1.73,233.33,471.63852,113610.7
31/07/2016,298.2,89.09,1010.38,2.03,230.67,402.5808,110911.4
31/08/2016,298.04,89.48,1010.36,2.15,224.79,364.78404,124017.2
30/09/2016,298.28,89.82,1009.99,1.88,225.91,441.48816,106814.8
31/10/2016,299.07,87.87,1008.04,1.34,226.41,385.89336,110238.2
30/11/2016,299.72,86.32,1007.46,1.15,224.39,477.97272,105136.8
31/12/2016,299.32,82.01,1007.42,0.61,261.58,94.562856,111571.4
31/01/2017,299.4,81.9,1007.43,1.15,257.78,86.256072,110761.6
28/02/2017,300.05,79.39,1007,0.92,237.48,45.072072,110601.3
31/03/2017,300.2,86.15,1006.6,1.74,220.28,165.667536,106985.6
30/04/2017,300.12,86.23,1006.96,1.35,210.73,160.123356,107323.7
31/05/2017,299.86,87.24,1008.29,1.4,216.34,239.473908,116249.8
30/06/2017,299.09,88.99,1009.18,1.57,226.73,340.044912,99663.29
31/07/2017,298.18,88.82,1010.99,2.12,222.04,376.42824,132253.4
31/08/2017,297.89,89.63,1010.07,2.16,227.29,318.827304,119733.8
30/09/2017,298.27,89.64,1009.72,1.9,231.56,435.02976,114135.6
31/10/2017,299,87.84,1008.52,1.46,229.3,288.723168,117504.3
30/11/2017,299.3,85.12,1007.65,1.04,230.74,326.292984,106992.7
31/12/2017,299.64,80.54,1007.43,0.85,271.89,91.109088,128183.4
31/01/2018,298.7,73.54,1007.89,0.74,309.07,22.560818,147391.3
28/02/2018,300.24,82.51,1006.09,1.65,234.36,203.695596,109539.2
31/03/2018,299.79,86.16,1007.29,1.8,221.68,194.485212,110622.2
30/04/2018,299.7,86.79,1007.34,1.77,216.71,222.61446,110276.5
31/05/2018,299.46,87.72,1008.2,1.61,227.24,252.451548,111187.9
30/06/2018,298.75,89.35,1009.93,1.81,230.9,341.441172,105089.3
31/07/2018,298.3,89.04,1010.51,1.85,233.05,259.18218,118190.8
31/08/2018,298.01,88.63,1010.58,2.11,228.54,227.445264,136648
30/09/2018,298.5,89.26,1008.62,1.66,225.58,332.337456,111198.2
31/10/2018,298.98,88.49,1008.32,1.45,229.02,382.72392,107173.9
30/11/2018,299.84,86.47,1007.17,1.15,231.89,253.54008,109127.5
31/12/2018,299.37,77.28,1008.31,0.7,282.81,34.945301,133539
31/01/2019,299.47,80.08,1008.27,1.21,250.74,97.00704,124768.4
28/02/2019,299.85,77.93,1007.44,1.15,252.29,111.624336,105790.7
31/03/2019,300.11,85.93,1007.4,1.7,226.77,183.750156,97034.95
30/04/2019,300.54,85.71,1006.9,1.62,218.06,190.755,106964.5
31/05/2019,299.8,87.49,1007.66,1.46,227.42,347.371848,100366
30/06/2019,299.14,87.37,1010.15,1.92,221.98,445.08708,123816.9
31/07/2019,298.39,89.29,1010.12,1.92,228.89,475.12872,117254.8
31/08/2019,298.21,89.2,1011.09,2.08,225.25,281.42766,134597
30/09/2019,298.6,89.24,1009.75,1.77,225.41,295.392312,117295.2
31/10/2019,298.5,88.23,1008.35,1.5,228.94,270.541908,122266.1
30/11/2019,299.6,87.33,1007.13,1.24,233.28,344.767644,105525
31/12/2019,299.38,75.78,1007.51,0.82,305.98,35.189683,151212.5
31/01/2020,298.76,71.96,1008.17,0.84,332.98,16.742102,155635.5
28/02/2020,300.4,75.98,1007.4,1.01,266.92,36.27288,127690.8
31/03/2020,300.57,84.93,1007.07,1.72,230.33,189.768636,109988.3
30/04/2020,300.21,85.51,1007.89,1.4,223.21,239.652828,116429.9
31/05/2020,300.03,86.79,1009.01,1.49,228.65,234.289044,117862.4
30/06/2020,298.84,88.34,1009.86,1.71,227.46,255.041208,112456.7
31/07/2020,298.13,88.98,1009.5,2.06,228.79,395.86392,128863.5
31/08/2020,298.07,85.8,1009.83,2.23,240.69,95.61348,166646.9
30/09/2020,298.17,89.2,1009.45,1.91,226.1,419.96484,118967.3
31/10/2020,298.75,87.71,1008.84,1.43,223.57,238.740084,119097.1
30/11/2020,299.6,85.18,1007.82,0.87,236.59,398.43972,113376.1
31/12/2020,299.61,85.86,1007.58,1.28,243.53,168.858828,110831.2
